סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
537 ,פוריידיס ,32 ,חדרה ,32 ,חדרה ,0 , ,13840 ,1393 ,3391 ,5759 ,1529 ,978 ,790
538 ,שעב ,24 ,עכו ,24 ,עכו ,0 , ,7716 ,812 ,1769 ,3293 ,906 ,567 ,369
539 ,רומאנה ,25 ,נצרת ,25 ,נוף הגליל ,65 ,אל-בטוף ,1279 ,148 ,328 ,582 ,110 ,72 ,39
540 ,ריחאניה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,1305 ,111 ,241 ,543 ,156 ,113 ,141
541 ,ג'סר א-זרקא ,32 ,חדרה ,32 ,חדרה ,0 , ,15659 ,1893 ,4402 ,6551 ,1471 ,793 ,549
542 ,ריינה ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,17208 ,1563 ,3862 ,7271 ,1922 ,1413 ,1177
543 ,ראמה ,24 ,עכו ,20 ,כרמיאל ,0 , ,8797 ,655 ,1632 ,3587 ,1036 ,817 ,1070
546 ,עין אל-אסד ,24 ,עכו ,21 ,צפת ,2 ,מרום הגליל ,962 ,74 ,216 ,399 ,122 ,78 ,73
547 ,טמרה )יזרעאל( ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,1696 ,157 ,440 ,731 ,174 ,93 ,101
549 ,גנות הדר ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1013 ,44 ,236 ,327 ,171 ,109 ,126
553 ,ניר בנים ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,791 ,49 ,170 ,265 ,104 ,96 ,107
555 ,שדמה ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות ,512 ,31 ,101 ,168 ,74 ,58 ,80
559 ,בוסתן הגליל ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1121 ,108 ,277 ,402 ,129 ,78 ,127
562 ,בית אלעזרי ,44 ,רחובות ,44 ,רחובות ,28 ,ברנר ,1629 ,129 ,423 ,510 ,239 ,106 ,222
563 ,משמר דוד ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1395 ,169 ,511 ,416 ,190 ,46 ,63
564 ,רבדים ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,959 ,62 ,256 ,273 ,156 ,76 ,136
565 ,אזור ,53 ,חולון ,53 ,חולון ,0 , ,13907 ,1280 ,2525 ,4767 ,1651 ,1248 ,2436
566 ,גבעת שמש ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,13 ,2 ,0 ,5 ,0 ,0 ,6
567 ,צרעה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1225 ,82 ,181 ,340 ,204 ,91 ,327
570 ,מעונה ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,968 ,68 ,228 ,328 ,134 ,88 ,122
571 ,בית גמליאל ,44 ,רחובות ,44 ,רחובות ,29 ,חבל יבנה ,1128 ,89 ,280 ,371 ,144 ,76 ,168
572 ,בית העמק ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,767 ,72 ,138 ,248 ,67 ,76 ,166
573 ,מבקיעים ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,541 ,67 ,85 ,235 ,49 ,62 ,43
574 ,גשר הזיו ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1756 ,80 ,433 ,564 ,325 ,162 ,192
575 ,יסעור ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,971 ,89 ,291 ,296 ,127 ,60 ,108
576 ,כברי ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1260 ,93 ,284 ,378 ,182 ,96 ,227
577 ,יד בנימין ,44 ,רחובות ,44 ,רחובות ,31 ,נחל שורק ,4489 ,538 ,1622 ,1539 ,508 ,157 ,125
578 ,סאסא ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,530 ,41 ,69 ,159 ,64 ,51 ,146
579 ,כפר ראש הנקרה ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1507 ,94 ,342 ,457 ,268 ,143 ,203
580 ,כרם מהר"ל ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,1013 ,77 ,253 ,313 ,148 ,88 ,134
582 ,כפר הנגיד ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה ,1043 ,81 ,196 ,376 ,125 ,110 ,155
584 ,זיקים ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,1090 ,106 ,209 ,360 ,155 ,101 ,159
585 ,לביא ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,733 ,67 ,166 ,285 ,64 ,46 ,105
586 ,מגידו ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,992 ,38 ,270 ,281 ,191 ,86 ,126
587 ,סביון ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,5350 ,237 ,1027 ,1438 ,803 ,683 ,1162
588 ,בני ראם ,44 ,רחובות ,44 ,רחובות ,31 ,נחל שורק ,1406 ,142 ,369 ,479 ,186 ,97 ,133
589 ,בצת ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,552 ,66 ,117 ,194 ,57 ,39 ,79
590 ,נווה אור ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,483 ,37 ,88 ,163 ,57 ,48 ,90
591 ,עשרת ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות ,1111 ,39 ,202 ,332 ,169 ,161 ,208
592 ,בני דרום ,44 ,רחובות ,44 ,רחובות ,29 ,חבל יבנה ,972 ,114 ,338 ,296 ,107 ,37 ,80
593 ,ערוגות ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1030 ,90 ,263 ,313 ,157 ,69 ,138
594 ,צפריה ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,999 ,135 ,322 ,321 ,96 ,21 ,104
595 ,לוחמי הגיטאות ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,889 ,105 ,194 ,327 ,80 ,50 ,133
596 ,מלכיה ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,540 ,23 ,99 ,166 ,86 ,55 ,111
597 ,פלמחים ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה ,874 ,78 ,153 ,308 ,127 ,81 ,127
598 ,בית קמה ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,1177 ,67 ,362 ,353 ,235 ,56 ,104
599 ,פרוד ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,694 ,75 ,175 ,209 ,71 ,58 ,106
602 ,נירים ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,557 ,40 ,101 ,197 ,50 ,52 ,117
603 ,אלקוש ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,303 ,10 ,36 ,118 ,37 ,42 ,60
604 ,בית עריף ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,1082 ,100 ,218 ,351 ,154 ,128 ,131
605 ,כפר שמאי ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,606 ,70 ,199 ,181 ,51 ,49 ,56
606 ,מזור ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,1186 ,62 ,295 ,365 ,190 ,111 ,163
607 ,מירון ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,844 ,118 ,205 ,293 ,80 ,43 ,105
609 ,כפר חושן ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,932 ,80 ,239 ,338 ,98 ,89 ,88
610 ,סתריה ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1117 ,77 ,239 ,341 ,161 ,121 ,178
612 ,צרופה ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,1078 ,100 ,238 ,387 ,135 ,102 ,116
613 ,ציפורי ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1035 ,97 ,240 ,344 ,142 ,86 ,126
614 ,שומרה ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,411 ,39 ,70 ,154 ,41 ,51 ,56
615 ,קדרון ,44 ,רחובות ,44 ,רחובות ,28 ,ברנר ,1732 ,101 ,416 ,548 ,275 ,158 ,234
616 ,רינתיה ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,1056 ,102 ,273 ,327 ,140 ,70 ,144
617 ,ברקאי ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,730 ,36 ,151 ,229 ,104 ,72 ,138
618 ,חדיד ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,963 ,103 ,220 ,313 ,136 ,71 ,120
619 ,בית גוברין ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,462 ,25 ,131 ,133 ,79 ,48 ,46
620 ,משואות יצחק ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,693 ,77 ,174 ,214 ,57 ,45 ,126
622 ,עין צורים ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,819 ,128 ,227 ,281 ,45 ,27 ,111
623 ,יראון ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,483 ,35 ,83 ,162 ,58 ,41 ,104
627 ,ג'לג'וליה ,42 ,פתח תקווה ,47 ,כפר סבא ,0 , ,10972 ,1215 ,2799 ,4486 ,1157 ,702 ,613
628 ,ג'ת ,32 ,חדרה ,32 ,חדרה ,0 , ,12852 ,1341 ,2872 ,5360 ,1314 ,1049 ,916
633 ,כפר ברא ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,4154 ,529 ,1058 ,1771 ,395 ,229 ,172
634 ,כפר קאסם ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,25662 ,2889 ,6510 ,10761 ,2652 ,1639 ,1211
635 ,מוקייבלה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,4475 ,527 ,1194 ,1873 ,450 ,240 ,191
636 ,צנדלה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,1933 ,199 ,435 ,767 ,204 ,169 ,159
637 ,ערערה ,32 ,חדרה ,32 ,חדרה ,0 , ,21079 ,2044 ,5001 ,8558 ,2491 ,1557 ,1428
638 ,קלנסווה ,41 ,השרון ,41 ,נתניה ,0 , ,24299 ,2770 ,6229 ,10110 ,2404 ,1582 ,1204
648 ,מצר ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,557 ,42 ,80 ,179 ,60 ,65 ,131
649 ,מייסר ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,2165 ,217 ,546 ,888 ,240 ,137 ,137
652 ,אבטין ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,2922 ,290 ,751 ,1168 ,319 ,224 ,170
654 ,כפר קרע ,32 ,חדרה ,32 ,חדרה ,0 , ,20315 ,2039 ,4700 ,8461 ,2226 ,1548 ,1341
658 ,שייח' דנון ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,3044 ,304 ,641 ,1358 ,359 ,210 ,172
661 ,שער אפרים ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1999 ,152 ,525 ,652 ,361 ,165 ,144
662 ,חוסן ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,1208 ,113 ,321 ,401 ,147 ,115 ,111
663 ,טירת יהודה ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,1268 ,109 ,361 ,406 ,177 ,76 ,139
664 ,כרם בן זמרה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,621 ,64 ,159 ,215 ,54 ,63 ,66
665 ,תקומה ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,833 ,89 ,238 ,288 ,90 ,39 ,89
666 ,עומר ,62 ,באר שבע ,62 ,באר שבע ,0 , ,9146 ,494 ,2053 ,2692 ,1250 ,780 ,1877
667 ,ברעם ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,721 ,41 ,132 ,229 ,92 ,71 ,156
668 ,מפלסים ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,951 ,65 ,160 ,361 ,110 ,103 ,152
670 ,משמר איילון ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,604 ,62 ,150 ,194 ,65 ,45 ,88
672 ,בית נקופה ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,755 ,83 ,172 ,245 ,76 ,68 ,111
673 ,כפר טרומן ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,852 ,74 ,188 ,279 ,116 ,95 ,100
674 ,לימן ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,763 ,42 ,166 ,260 ,123 ,62 ,110
675 ,הבונים ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,449 ,29 ,97 ,122 ,63 ,34 ,104
676 ,עין השלושה ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,426 ,37 ,64 ,145 ,39 ,49 ,92
677 ,הסוללים ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1076 ,97 ,208 ,350 ,150 ,131 ,140
678 ,מעגן ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,449 ,39 ,76 ,172 ,38 ,37 ,87
679 ,אביאל ,32 ,חדרה ,32 ,חדרה ,45 ,אלונה ,850 ,63 ,249 ,282 ,120 ,65 ,71
680 ,אומץ ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,777 ,55 ,193 ,263 ,124 ,61 ,81
681 ,גבעת שמואל ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,29529 ,2854 ,6789 ,10418 ,3347 ,1962 ,4159
682 ,אליקים ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,932 ,92 ,218 ,318 ,82 ,87 ,135
683 ,גבע כרמל ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,1074 ,78 ,278 ,353 ,157 ,76 ,132
684 ,היוגב ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,952 ,117 ,227 ,342 ,67 ,46 ,153
685 ,בניה ,44 ,רחובות ,44 ,רחובות ,28 ,ברנר ,904 ,69 ,223 ,282 ,112 ,79 ,139
686 ,נווה ימין ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,1268 ,91 ,226 ,434 ,179 ,125 ,213
687 ,עין איילה ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,1159 ,70 ,315 ,369 ,201 ,104 ,100
688 ,עלמה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,912 ,99 ,232 ,340 ,107 ,63 ,71
689 ,מגדים ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,1219 ,95 ,291 ,403 ,184 ,73 ,173
690 ,כפר אחים ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,817 ,89 ,199 ,273 ,89 ,62 ,105
692 ,שפיר ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,957 ,113 ,286 ,323 ,102 ,52 ,81
693 ,נתיב הל"ה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,683 ,56 ,119 ,215 ,106 ,88 ,99
694 ,מעגן מיכאל ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,2390 ,213 ,422 ,952 ,249 ,185 ,369
695 ,מגן ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,633 ,56 ,100 ,196 ,84 ,49 ,148
696 ,כפר חב"ד ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,7965 ,1137 ,2481 ,2771 ,583 ,398 ,595
697 ,בארותיים ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1120 ,81 ,293 ,346 ,210 ,60 ,130
698 ,בורגתה ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1169 ,77 ,253 ,386 ,171 ,112 ,170
699 ,ניר ישראל ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,908 ,75 ,230 ,280 ,139 ,51 ,133
700 ,חצב ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1367 ,119 ,353 ,448 ,173 ,116 ,158
701 ,ארבל ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,757 ,81 ,189 ,253 ,88 ,50 ,96
702 ,האון ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,187 ,8 ,16 ,75 ,22 ,18 ,48
703 ,גבעת עוז ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,551 ,29 ,81 ,161 ,69 ,68 ,143
705 ,נחשונים ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,528 ,40 ,116 ,157 ,71 ,46 ,98
706 ,גיאה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,858 ,76 ,215 ,258 ,110 ,54 ,145
707 ,כפר דניאל ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,699 ,29 ,184 ,196 ,136 ,74 ,80
708 ,עמקה ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,899 ,101 ,191 ,309 ,98 ,81 ,119
709 ,תפרח ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,2264 ,346 ,853 ,685 ,144 ,106 ,130
710 ,בית זית ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,1585 ,120 ,306 ,528 ,195 ,168 ,268
711 ,עזריה ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1227 ,122 ,309 ,432 ,149 ,85 ,130
712 ,בן עמי ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,815 ,85 ,167 ,274 ,87 ,92 ,110
713 ,רעים ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,532 ,47 ,100 ,170 ,71 ,46 ,98
714 ,ארז ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,646 ,52 ,116 ,270 ,65 ,50 ,93
715 ,להבות חביבה ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,1022 ,64 ,313 ,282 ,201 ,76 ,86
716 ,אייל ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,600 ,58 ,133 ,207 ,53 ,60 ,89
717 ,חגור ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,1055 ,82 ,247 ,335 ,158 ,94 ,139
718 ,ירחיב ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,1125 ,96 ,214 ,416 ,135 ,152 ,112
719 ,תל קציר ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,551 ,64 ,118 ,195 ,47 ,35 ,92
720 ,ניר גלים ,44 ,רחובות ,44 ,רחובות ,29 ,חבל יבנה ,1191 ,117 ,424 ,382 ,116 ,57 ,95
721 ,שדה אילן ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,720 ,88 ,223 ,230 ,63 ,23 ,93
722 ,מגשימים ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,948 ,80 ,179 ,296 ,135 ,81 ,177
723 ,בית הגדי ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,909 ,99 ,217 ,333 ,77 ,91 ,92
726 ,הודיה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,824 ,80 ,202 ,258 ,108 ,43 ,133
727 ,תלמי יחיאל ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,904 ,70 ,211 ,327 ,112 ,83 ,101
729 ,משמר השבעה ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,974 ,72 ,201 ,298 ,140 ,93 ,170
730 ,אליפלט ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,737 ,93 ,147 ,271 ,65 ,74 ,87
731 ,מישר ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות ,719 ,58 ,188 ,214 ,99 ,48 ,112
732 ,משמר הירדן ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,871 ,91 ,201 ,323 ,83 ,73 ,100
734 ,גן יאשיה ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,953 ,65 ,229 ,309 ,147 ,99 ,104
735 ,רמות מאיר ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,789 ,48 ,191 ,221 ,138 ,82 ,109
736 ,גילת ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,1653 ,147 ,404 ,612 ,204 ,120 ,166
737 ,עולש ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1199 ,121 ,291 ,398 ,155 ,116 ,118
738 ,דור ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,410 ,64 ,63 ,152 ,25 ,50 ,56
739 ,שדה עוזיהו ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1567 ,176 ,384 ,553 ,162 ,141 ,151
740 ,אשתאול ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1136 ,103 ,283 ,414 ,121 ,85 ,130
741 ,שואבה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,634 ,43 ,125 ,200 ,84 ,76 ,106
742 ,מסילת ציון ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1010 ,81 ,230 ,350 ,141 ,102 ,106
743 ,כפר שמואל ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,952 ,89 ,248 ,308 ,141 ,55 ,111
744 ,תלמי יפה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,707 ,33 ,160 ,232 ,132 ,74 ,76
745 ,גמזו ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,1158 ,141 ,344 ,367 ,130 ,61 ,115
746 ,ברכיה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,1264 ,151 ,327 ,441 ,121 ,101 ,123
747 ,בית שקמה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,869 ,88 ,209 ,301 ,90 ,62 ,119
748 ,מסלול ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,807 ,75 ,205 ,279 ,121 ,62 ,65
749 ,פטיש ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,1034 ,114 ,243 ,384 ,93 ,86 ,114
750 ,פדויים ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,469 ,43 ,85 ,182 ,48 ,54 ,57
751 ,בית מאיר ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,550 ,79 ,112 ,208 ,45 ,40 ,66
752 ,תעוז ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,671 ,78 ,162 ,219 ,67 ,50 ,95
753 ,ינוב ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,854 ,64 ,180 ,279 ,105 ,85 ,141
755 ,גורן ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,509 ,39 ,85 ,171 ,62 ,65 ,87
756 ,בית עזרא ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1127 ,93 ,208 ,398 ,136 ,142 ,150
757 ,מצליח ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1369 ,150 ,269 ,486 ,145 ,141 ,178
758 ,יד חנה ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1042 ,82 ,355 ,311 ,160 ,43 ,91
759 ,יציץ ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,811 ,80 ,160 ,287 ,85 ,92 ,107
760 ,בן זכאי ,44 ,רחובות ,44 ,רחובות ,29 ,חבל יבנה ,852 ,80 ,204 ,286 ,109 ,84 ,89
761 ,שובה ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,801 ,108 ,256 ,265 ,63 ,48 ,61
762 ,בטחה ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,868 ,60 ,192 ,312 ,114 ,99 ,91
763 ,שתולים ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,2071 ,187 ,448 ,762 ,238 ,244 ,192
764 ,כפר מרדכי ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות ,713 ,46 ,191 ,208 ,97 ,58 ,113
765 ,משגב דב ,44 ,רחובות ,44 ,רחובות ,32 ,גדרות ,732 ,42 ,185 ,227 ,125 ,53 ,100
766 ,קוממיות ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,512 ,67 ,187 ,128 ,28 ,33 ,69
767 ,פורת ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1355 ,136 ,311 ,474 ,165 ,145 ,124
768 ,כרמיה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,702 ,73 ,165 ,250 ,78 ,49 ,87
769 ,ניר עציון ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,715 ,106 ,172 ,275 ,46 ,50 ,66
771 ,מבוא ביתר ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,1079 ,95 ,322 ,321 ,142 ,76 ,123
772 ,אמונים ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1039 ,89 ,224 ,341 ,148 ,102 ,135
773 ,עמיקם ,32 ,חדרה ,32 ,חדרה ,45 ,אלונה ,777 ,55 ,167 ,288 ,114 ,82 ,71
774 ,צוריאל ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,456 ,53 ,80 ,170 ,52 ,50 ,51
775 ,יד נתן ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,599 ,38 ,149 ,192 ,89 ,44 ,87
776 ,מחסיה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,498 ,56 ,131 ,169 ,42 ,37 ,63
777 ,נחשון ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,699 ,69 ,125 ,215 ,79 ,68 ,143
778 ,תרום ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,965 ,87 ,273 ,345 ,108 ,68 ,84
779 ,עמינדב ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,923 ,91 ,196 ,292 ,132 ,70 ,142
780 ,אורה ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,1201 ,134 ,241 ,438 ,144 ,117 ,127
783 ,אבן ספיר ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,695 ,51 ,136 ,239 ,89 ,74 ,106
784 ,בית נחמיה ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,887 ,65 ,179 ,275 ,141 ,112 ,115
785 ,אחיהוד ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1017 ,104 ,208 ,388 ,121 ,92 ,104
786 ,כפר זיתים ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,706 ,73 ,163 ,241 ,59 ,77 ,93
787 ,גבעת יערים ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1270 ,119 ,236 ,466 ,147 ,143 ,159
788 ,זיתן ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,1128 ,96 ,220 ,425 ,136 ,98 ,153
789 ,רנן ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,697 ,70 ,172 ,251 ,75 ,49 ,80
791 ,משען ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,1034 ,83 ,229 ,353 ,132 ,109 ,128
